car_type,avg_highway,std_highway,avg_city,std_city,avg_both,std_both
electric,131.00038384279475,27.171630795490508,144.81842227074236,37.4053218319193,137.90940305676855,31.464721554116483
fuel,33.89294513006188,8.643643348391127,22.596815399429936,6.745677663493991,28.24488026474591,7.54217229324596
hybrid,77.01982011834319,20.370279969720634,75.06327544378698,27.21312252196665,76.04154778106509,23.560738281768042
